SR NO,UID,PLAYER NAME,JOIN DATE,METHOD,RANK,STATUS,DEAFULT SCYN,REASON,LEAVE DATE,KICKED SCORE,KICKED STATUS,LAST TOTAL POINTS,CURRENT TOTAL POINTS,THIS WEEK WAR TOTAL POINTS,LAST WEEK WAR TOTAL POINTS,POINTS,WAR POINTS,REQUEST FOR TEMPORARY BREAK,CHANGE NAME,GUILDMATES FRIEND,TOTAL DAYS,MIN POINTS,POINTS LIMIT
365,8326140854,DANGER ZONE,Mar-7-2025,RECOMMENDED BY GUILD PROMOTION,MEMBER,KICKED,FF,LEFT,Mar-11-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,4,160,10000
366,7725825431,GARIB 3,Mar-7-2025,INVITE BY MISS JERRY,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,9,360,10000
367,2492907032,PATEL,Mar-7-2025,INVITE BY EVIL YT,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,9,360,10000
368,2183006230,CRAZY HUNTER,Mar-8-2025,INVITE BY NOOB DADA 02,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,8,320,10000
369,7210043153,MONU,Mar-8-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-10-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,2,80,10000
370,9689296094,BADMASH,Mar-8-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-8-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,0,0,10000
371,9586065525,HI RA PUKA,Mar-9-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-11-2025,1,Average player,0,0,0,0,O,0,NO,NO,Yes,2,80,10000
372,676190237,DINO,Mar-9-2025,INVITE BY EVIL YT & MOON YT,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,7,280,10000
373,10177400992,PIYUSH_6464,Mar-9-2025,RECOMMENDED,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,7,280,10000
374,2325657577,TAKSHRO5652H,Mar-10-2025,INVITE BY NOOB DADA 02,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,Yes,6,240,10000
375,7748712305,DO OR DIE,Mar-14-2025,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Mar-16-2025,1,Average player,0,0,0,0,O,0,NO,NO,No,2,80,10000
376,1976153887,ISHU,Mar-16-2025,RECOMMENDED,MEMBER,KICKED,FF,USING ABUSING WORDS,Mar-16-2025,10,YOU ARE BAN FROM GUILD,0,0,0,0,O,0,NO,NO,Yes,0,0,10000
377,2002765034,SAHILSARKAR,Mar-16-2025,RECOMMEND,MEMBER,IN GUILD,FF,,,,,0,0,0,0,O,0,NO,NO,No,0,0,10000
